business_id,stars,date,year,month,day,dayOfWeek
t5l-H2KdY4MQgLDMENz9WQ,4,2008-09-29,2008,9,29,1
t5l-H2KdY4MQgLDMENz9WQ,4,2008-10-15,2008,10,15,3
t5l-H2KdY4MQgLDMENz9WQ,4,2009-03-01,2009,3,1,0
t5l-H2KdY4MQgLDMENz9WQ,5,2009-08-15,2009,8,15,6
t5l-H2KdY4MQgLDMENz9WQ,5,2010-02-13,2010,2,13,6
t5l-H2KdY4MQgLDMENz9WQ,4,2010-03-08,2010,3,8,1
t5l-H2KdY4MQgLDMENz9WQ,5,2010-09-10,2010,9,10,5
t5l-H2KdY4MQgLDMENz9WQ,4,2010-10-20,2010,10,20,3
t5l-H2KdY4MQgLDMENz9WQ,2,2010-11-11,2010,11,11,4
t5l-H2KdY4MQgLDMENz9WQ,3,2011-01-04,2011,1,4,2
t5l-H2KdY4MQgLDMENz9WQ,2,2011-04-21,2011,4,21,4
t5l-H2KdY4MQgLDMENz9WQ,4,2011-05-06,2011,5,6,5
t5l-H2KdY4MQgLDMENz9WQ,1,2011-08-05,2011,8,5,5
t5l-H2KdY4MQgLDMENz9WQ,3,2011-09-06,2011,9,6,2
t5l-H2KdY4MQgLDMENz9WQ,2,2011-09-14,2011,9,14,3
t5l-H2KdY4MQgLDMENz9WQ,1,2011-10-14,2011,10,14,5
t5l-H2KdY4MQgLDMENz9WQ,2,2011-11-23,2011,11,23,3
t5l-H2KdY4MQgLDMENz9WQ,3,2012-01-11,2012,1,11,3
t5l-H2KdY4MQgLDMENz9WQ,3,2012-02-12,2012,2,12,0
t5l-H2KdY4MQgLDMENz9WQ,1,2012-03-23,2012,3,23,5
C9CF7p53Y0L5ErKRhhFhng,5,2008-08-30,2008,8,30,6
C9CF7p53Y0L5ErKRhhFhng,5,2008-10-21,2008,10,21,2
C9CF7p53Y0L5ErKRhhFhng,5,2010-03-10,2010,3,10,3
C9CF7p53Y0L5ErKRhhFhng,5,2010-03-27,2010,3,27,6
C9CF7p53Y0L5ErKRhhFhng,5,2010-07-06,2010,7,6,2
C9CF7p53Y0L5ErKRhhFhng,1,2010-07-19,2010,7,19,1
C9CF7p53Y0L5ErKRhhFhng,4,2010-08-31,2010,8,31,2
C9CF7p53Y0L5ErKRhhFhng,5,2010-10-14,2010,10,14,4
C9CF7p53Y0L5ErKRhhFhng,5,2010-10-25,2010,10,25,1
C9CF7p53Y0L5ErKRhhFhng,5,2011-01-05,2011,1,5,3
C9CF7p53Y0L5ErKRhhFhng,4,2011-02-15,2011,2,15,2
C9CF7p53Y0L5ErKRhhFhng,2,2011-07-21,2011,7,21,4
C9CF7p53Y0L5ErKRhhFhng,5,2011-07-21,2011,7,21,4
C9CF7p53Y0L5ErKRhhFhng,4,2011-07-25,2011,7,25,1
C9CF7p53Y0L5ErKRhhFhng,1,2011-07-29,2011,7,29,5
C9CF7p53Y0L5ErKRhhFhng,5,2011-12-09,2011,12,9,5
C9CF7p53Y0L5ErKRhhFhng,4,2011-12-28,2011,12,28,3
C9CF7p53Y0L5ErKRhhFhng,5,2012-02-21,2012,2,21,2
C9CF7p53Y0L5ErKRhhFhng,4,2012-03-01,2012,3,1,4
C9CF7p53Y0L5ErKRhhFhng,4,2012-05-16,2012,5,16,3
C9CF7p53Y0L5ErKRhhFhng,4,2012-07-10,2012,7,10,2
C9CF7p53Y0L5ErKRhhFhng,1,2012-09-06,2012,9,6,4
C9CF7p53Y0L5ErKRhhFhng,5,2013-03-17,2013,3,17,0
C9CF7p53Y0L5ErKRhhFhng,4,2013-07-27,2013,7,27,6
C9CF7p53Y0L5ErKRhhFhng,4,2013-12-04,2013,12,4,3
C9CF7p53Y0L5ErKRhhFhng,5,2013-12-07,2013,12,7,6
C9CF7p53Y0L5ErKRhhFhng,3,2014-01-22,2014,1,22,3
C9CF7p53Y0L5ErKRhhFhng,4,2014-01-24,2014,1,24,5
C9CF7p53Y0L5ErKRhhFhng,4,2014-01-24,2014,1,24,5
C9CF7p53Y0L5ErKRhhFhng,4,2014-01-27,2014,1,27,1
C9CF7p53Y0L5ErKRhhFhng,1,2014-02-15,2014,2,15,6
C9CF7p53Y0L5ErKRhhFhng,2,2014-07-22,2014,7,22,2
C9CF7p53Y0L5ErKRhhFhng,5,2014-08-30,2014,8,30,6
C9CF7p53Y0L5ErKRhhFhng,5,2014-10-05,2014,10,5,0
7BVCmaxhvXgEpx7J-SQ4QA,4,2007-11-14,2007,11,14,3
7BVCmaxhvXgEpx7J-SQ4QA,5,2008-10-21,2008,10,21,2
7BVCmaxhvXgEpx7J-SQ4QA,3,2010-02-26,2010,2,26,5
7BVCmaxhvXgEpx7J-SQ4QA,4,2010-06-22,2010,6,22,2
7BVCmaxhvXgEpx7J-SQ4QA,5,2010-09-10,2010,9,10,5
7BVCmaxhvXgEpx7J-SQ4QA,4,2010-10-01,2010,10,1,5
7BVCmaxhvXgEpx7J-SQ4QA,4,2010-11-15,2010,11,15,1
7BVCmaxhvXgEpx7J-SQ4QA,4,2010-11-27,2010,11,27,6
7BVCmaxhvXgEpx7J-SQ4QA,1,2010-12-10,2010,12,10,5
7BVCmaxhvXgEpx7J-SQ4QA,4,2011-03-07,2011,3,7,1
7BVCmaxhvXgEpx7J-SQ4QA,4,2011-03-20,2011,3,20,0
7BVCmaxhvXgEpx7J-SQ4QA,5,2011-04-02,2011,4,2,6
7BVCmaxhvXgEpx7J-SQ4QA,5,2011-04-09,2011,4,9,6
7BVCmaxhvXgEpx7J-SQ4QA,5,2011-04-16,2011,4,16,6
7BVCmaxhvXgEpx7J-SQ4QA,4,2011-05-16,2011,5,16,1
7BVCmaxhvXgEpx7J-SQ4QA,4,2011-09-01,2011,9,1,4
7BVCmaxhvXgEpx7J-SQ4QA,5,2012-02-24,2012,2,24,5
7BVCmaxhvXgEpx7J-SQ4QA,1,2012-02-26,2012,2,26,0
7BVCmaxhvXgEpx7J-SQ4QA,5,2012-09-10,2012,9,10,1
7BVCmaxhvXgEpx7J-SQ4QA,5,2012-10-24,2012,10,24,3
7BVCmaxhvXgEpx7J-SQ4QA,3,2012-11-15,2012,11,15,4
7BVCmaxhvXgEpx7J-SQ4QA,4,2012-11-19,2012,11,19,1
7BVCmaxhvXgEpx7J-SQ4QA,1,2012-11-26,2012,11,26,1
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-02-09,2013,2,9,6
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-02-21,2013,2,21,4
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-03-21,2013,3,21,4
7BVCmaxhvXgEpx7J-SQ4QA,3,2013-05-03,2013,5,3,5
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-05-13,2013,5,13,1
7BVCmaxhvXgEpx7J-SQ4QA,5,2013-08-02,2013,8,2,5
7BVCmaxhvXgEpx7J-SQ4QA,3,2013-08-10,2013,8,10,6
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-09-14,2013,9,14,6
7BVCmaxhvXgEpx7J-SQ4QA,5,2013-09-21,2013,9,21,6
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-09-24,2013,9,24,2
7BVCmaxhvXgEpx7J-SQ4QA,4,2013-10-30,2013,10,30,3
7BVCmaxhvXgEpx7J-SQ4QA,3,2013-11-07,2013,11,7,4
7BVCmaxhvXgEpx7J-SQ4QA,5,2014-01-22,2014,1,22,3
7BVCmaxhvXgEpx7J-SQ4QA,4,2014-04-15,2014,4,15,2
7BVCmaxhvXgEpx7J-SQ4QA,5,2014-10-05,2014,10,5,0
7BVCmaxhvXgEpx7J-SQ4QA,5,2015-03-25,2015,3,25,3
7BVCmaxhvXgEpx7J-SQ4QA,5,2015-09-24,2015,9,24,4
OOPBFViU0cl_GryJOEEUcg,3,2006-11-05,2006,11,5,0
OOPBFViU0cl_GryJOEEUcg,4,2007-07-02,2007,7,2,1
OOPBFViU0cl_GryJOEEUcg,3,2008-04-29,2008,4,29,2
OOPBFViU0cl_GryJOEEUcg,4,2008-09-18,2008,9,18,4
OOPBFViU0cl_GryJOEEUcg,4,2008-11-30,2008,11,30,0
OOPBFViU0cl_GryJOEEUcg,5,2009-04-16,2009,4,16,4
OOPBFViU0cl_GryJOEEUcg,2,2012-09-01,2012,9,1,6
-R7uChoaVzwNvPNMT1gOuw,3,2010-11-18,2010,11,18,4
-R7uChoaVzwNvPNMT1gOuw,4,2011-03-09,2011,3,9,3
-R7uChoaVzwNvPNMT1gOuw,4,2011-07-01,2011,7,1,5
-R7uChoaVzwNvPNMT1gOuw,4,2012-09-12,2012,9,12,3
-R7uChoaVzwNvPNMT1gOuw,2,2013-07-11,2013,7,11,4
-R7uChoaVzwNvPNMT1gOuw,5,2014-06-19,2014,6,19,4
-R7uChoaVzwNvPNMT1gOuw,2,2015-09-22,2015,9,22,2
jmzPbvE_02SzTAjwZCTgYA,4,2008-11-15,2008,11,15,6
jmzPbvE_02SzTAjwZCTgYA,4,2008-11-15,2008,11,15,6
jmzPbvE_02SzTAjwZCTgYA,3,2009-10-29,2009,10,29,4
jmzPbvE_02SzTAjwZCTgYA,3,2010-01-15,2010,1,15,5
jmzPbvE_02SzTAjwZCTgYA,3,2010-02-28,2010,2,28,0
jmzPbvE_02SzTAjwZCTgYA,3,2010-05-17,2010,5,17,1
jmzPbvE_02SzTAjwZCTgYA,3,2010-09-02,2010,9,2,4
jmzPbvE_02SzTAjwZCTgYA,3,2010-09-07,2010,9,7,2
jmzPbvE_02SzTAjwZCTgYA,2,2010-09-10,2010,9,10,5
jmzPbvE_02SzTAjwZCTgYA,4,2010-10-26,2010,10,26,2
jmzPbvE_02SzTAjwZCTgYA,5,2010-12-31,2010,12,31,5
jmzPbvE_02SzTAjwZCTgYA,3,2011-01-10,2011,1,10,1
jmzPbvE_02SzTAjwZCTgYA,3,2011-01-29,2011,1,29,6
jmzPbvE_02SzTAjwZCTgYA,4,2011-02-03,2011,2,3,4
jmzPbvE_02SzTAjwZCTgYA,3,2011-02-13,2011,2,13,0
jmzPbvE_02SzTAjwZCTgYA,4,2011-03-26,2011,3,26,6
jmzPbvE_02SzTAjwZCTgYA,4,2011-05-18,2011,5,18,3
jmzPbvE_02SzTAjwZCTgYA,3,2011-05-20,2011,5,20,5
jmzPbvE_02SzTAjwZCTgYA,4,2011-06-14,2011,6,14,2
jmzPbvE_02SzTAjwZCTgYA,4,2011-07-10,2011,7,10,0
jmzPbvE_02SzTAjwZCTgYA,5,2011-10-15,2011,10,15,6
jmzPbvE_02SzTAjwZCTgYA,5,2011-11-30,2011,11,30,3
jmzPbvE_02SzTAjwZCTgYA,4,2012-01-18,2012,1,18,3
jmzPbvE_02SzTAjwZCTgYA,3,2012-01-18,2012,1,18,3
jmzPbvE_02SzTAjwZCTgYA,5,2012-01-21,2012,1,21,6
jmzPbvE_02SzTAjwZCTgYA,2,2012-02-09,2012,2,9,4
jmzPbvE_02SzTAjwZCTgYA,3,2012-02-19,2012,2,19,0
jmzPbvE_02SzTAjwZCTgYA,5,2012-07-09,2012,7,9,1
jmzPbvE_02SzTAjwZCTgYA,4,2012-07-16,2012,7,16,1
jmzPbvE_02SzTAjwZCTgYA,4,2012-07-24,2012,7,24,2
jmzPbvE_02SzTAjwZCTgYA,4,2012-08-18,2012,8,18,6
jmzPbvE_02SzTAjwZCTgYA,4,2012-09-28,2012,9,28,5
jmzPbvE_02SzTAjwZCTgYA,4,2012-10-04,2012,10,4,4
jmzPbvE_02SzTAjwZCTgYA,4,2012-11-26,2012,11,26,1
jmzPbvE_02SzTAjwZCTgYA,5,2012-12-05,2012,12,5,3
jmzPbvE_02SzTAjwZCTgYA,4,2013-06-18,2013,6,18,2
jmzPbvE_02SzTAjwZCTgYA,5,2013-07-23,2013,7,23,2
jmzPbvE_02SzTAjwZCTgYA,4,2013-09-27,2013,9,27,5
jmzPbvE_02SzTAjwZCTgYA,3,2013-10-11,2013,10,11,5
jmzPbvE_02SzTAjwZCTgYA,3,2013-10-12,2013,10,12,6
jmzPbvE_02SzTAjwZCTgYA,4,2014-01-07,2014,1,7,2
jmzPbvE_02SzTAjwZCTgYA,5,2014-02-12,2014,2,12,3
jmzPbvE_02SzTAjwZCTgYA,1,2014-02-15,2014,2,15,6
jmzPbvE_02SzTAjwZCTgYA,5,2014-03-12,2014,3,12,3
jmzPbvE_02SzTAjwZCTgYA,4,2014-04-28,2014,4,28,1
jmzPbvE_02SzTAjwZCTgYA,4,2014-06-10,2014,6,10,2
jmzPbvE_02SzTAjwZCTgYA,1,2014-08-01,2014,8,1,5
jmzPbvE_02SzTAjwZCTgYA,2,2014-10-01,2014,10,1,3
jmzPbvE_02SzTAjwZCTgYA,4,2014-10-02,2014,10,2,4
jmzPbvE_02SzTAjwZCTgYA,2,2014-10-04,2014,10,4,6
jmzPbvE_02SzTAjwZCTgYA,5,2014-10-19,2014,10,19,0
jmzPbvE_02SzTAjwZCTgYA,1,2014-12-27,2014,12,27,6
jmzPbvE_02SzTAjwZCTgYA,3,2015-01-01,2015,1,1,4
jmzPbvE_02SzTAjwZCTgYA,2,2015-03-24,2015,3,24,2
jmzPbvE_02SzTAjwZCTgYA,5,2015-04-25,2015,4,25,6
jmzPbvE_02SzTAjwZCTgYA,4,2015-05-07,2015,5,7,4
jmzPbvE_02SzTAjwZCTgYA,5,2015-05-15,2015,5,15,5
jmzPbvE_02SzTAjwZCTgYA,5,2015-06-24,2015,6,24,3
jmzPbvE_02SzTAjwZCTgYA,3,2015-08-01,2015,8,1,6
jmzPbvE_02SzTAjwZCTgYA,3,2015-12-22,2015,12,22,2
R6bBcQaHFHHpndTzMEHjXA,4,2008-01-20,2008,1,20,0
R6bBcQaHFHHpndTzMEHjXA,4,2008-10-04,2008,10,4,6
R6bBcQaHFHHpndTzMEHjXA,3,2009-06-17,2009,6,17,3
R6bBcQaHFHHpndTzMEHjXA,4,2009-10-18,2009,10,18,0
R6bBcQaHFHHpndTzMEHjXA,3,2009-11-27,2009,11,27,5
R6bBcQaHFHHpndTzMEHjXA,3,2010-01-19,2010,1,19,2
R6bBcQaHFHHpndTzMEHjXA,3,2010-02-12,2010,2,12,5
nkNdTqpv1m5GBKx8xrpluw,5,2008-05-25,2008,5,25,0
nkNdTqpv1m5GBKx8xrpluw,4,2008-09-05,2008,9,5,5
nkNdTqpv1m5GBKx8xrpluw,5,2009-06-26,2009,6,26,5
nkNdTqpv1m5GBKx8xrpluw,4,2009-12-10,2009,12,10,4
nkNdTqpv1m5GBKx8xrpluw,5,2010-01-22,2010,1,22,5
nkNdTqpv1m5GBKx8xrpluw,5,2011-04-02,2011,4,2,6
nkNdTqpv1m5GBKx8xrpluw,4,2011-08-17,2011,8,17,3
nkNdTqpv1m5GBKx8xrpluw,4,2011-08-17,2011,8,17,3
nkNdTqpv1m5GBKx8xrpluw,5,2011-10-02,2011,10,2,0
nkNdTqpv1m5GBKx8xrpluw,4,2011-12-17,2011,12,17,6
nkNdTqpv1m5GBKx8xrpluw,4,2012-02-03,2012,2,3,5
nkNdTqpv1m5GBKx8xrpluw,4,2012-09-06,2012,9,6,4
nkNdTqpv1m5GBKx8xrpluw,4,2013-06-08,2013,6,8,6
nkNdTqpv1m5GBKx8xrpluw,5,2013-08-09,2013,8,9,5
nkNdTqpv1m5GBKx8xrpluw,5,2013-08-19,2013,8,19,1
nkNdTqpv1m5GBKx8xrpluw,2,2013-10-26,2013,10,26,6
nkNdTqpv1m5GBKx8xrpluw,5,2014-06-08,2014,6,8,0
nkNdTqpv1m5GBKx8xrpluw,5,2014-07-14,2014,7,14,1
nkNdTqpv1m5GBKx8xrpluw,5,2014-08-01,2014,8,1,5
nkNdTqpv1m5GBKx8xrpluw,4,2014-08-27,2014,8,27,3
nkNdTqpv1m5GBKx8xrpluw,4,2014-10-13,2014,10,13,1
nkNdTqpv1m5GBKx8xrpluw,5,2014-10-27,2014,10,27,1
nkNdTqpv1m5GBKx8xrpluw,5,2015-03-09,2015,3,9,1
nkNdTqpv1m5GBKx8xrpluw,5,2015-06-10,2015,6,10,3
nkNdTqpv1m5GBKx8xrpluw,1,2015-11-04,2015,11,4,3
nkNdTqpv1m5GBKx8xrpluw,5,2015-12-20,2015,12,20,0
LUylwiKNsS7_iumytRgAmw,3,2008-07-14,2008,7,14,1
LUylwiKNsS7_iumytRgAmw,4,2008-09-11,2008,9,11,4
LUylwiKNsS7_iumytRgAmw,4,2008-11-08,2008,11,8,6
LUylwiKNsS7_iumytRgAmw,3,2008-11-17,2008,11,17,1
LUylwiKNsS7_iumytRgAmw,2,2010-06-24,2010,6,24,4
LUylwiKNsS7_iumytRgAmw,5,2011-01-24,2011,1,24,1
LUylwiKNsS7_iumytRgAmw,3,2011-03-09,2011,3,9,3
LUylwiKNsS7_iumytRgAmw,2,2011-06-03,2011,6,3,5
LUylwiKNsS7_iumytRgAmw,5,2012-07-04,2012,7,4,3
LUylwiKNsS7_iumytRgAmw,2,2012-10-14,2012,10,14,0
LUylwiKNsS7_iumytRgAmw,4,2013-09-09,2013,9,9,1
LUylwiKNsS7_iumytRgAmw,4,2013-09-29,2013,9,29,0
LUylwiKNsS7_iumytRgAmw,2,2014-01-23,2014,1,23,4
LUylwiKNsS7_iumytRgAmw,2,2014-03-04,2014,3,4,2
LUylwiKNsS7_iumytRgAmw,2,2014-09-27,2014,9,27,6
LUylwiKNsS7_iumytRgAmw,1,2014-10-29,2014,10,29,3
LUylwiKNsS7_iumytRgAmw,1,2015-05-02,2015,5,2,6
LUylwiKNsS7_iumytRgAmw,3,2015-06-05,2015,6,5,5
LUylwiKNsS7_iumytRgAmw,1,2015-09-28,2015,9,28,1
LUylwiKNsS7_iumytRgAmw,2,2015-11-02,2015,11,2,1
GK6RBUJUBScobbF1oE5iuw,2,2008-04-13,2008,4,13,0
GK6RBUJUBScobbF1oE5iuw,4,2008-09-08,2008,9,8,1
GK6RBUJUBScobbF1oE5iuw,2,2008-10-08,2008,10,8,3
GK6RBUJUBScobbF1oE5iuw,2,2008-10-27,2008,10,27,1
GK6RBUJUBScobbF1oE5iuw,2,2008-10-28,2008,10,28,2
GK6RBUJUBScobbF1oE5iuw,3,2008-10-29,2008,10,29,3
GK6RBUJUBScobbF1oE5iuw,3,2008-12-17,2008,12,17,3
GK6RBUJUBScobbF1oE5iuw,4,2009-01-01,2009,1,1,4
GK6RBUJUBScobbF1oE5iuw,3,2009-01-09,2009,1,9,5
GK6RBUJUBScobbF1oE5iuw,4,2009-07-19,2009,7,19,0
GK6RBUJUBScobbF1oE5iuw,1,2010-09-05,2010,9,5,0
GK6RBUJUBScobbF1oE5iuw,4,2011-02-27,2011,2,27,0
GK6RBUJUBScobbF1oE5iuw,4,2011-04-05,2011,4,5,2
GK6RBUJUBScobbF1oE5iuw,3,2012-01-03,2012,1,3,2
TLrX4FECQDFz-E45TI_9ow,4,2007-12-10,2007,12,10,1
TLrX4FECQDFz-E45TI_9ow,2,2008-05-30,2008,5,30,5
TLrX4FECQDFz-E45TI_9ow,2,2008-05-31,2008,5,31,6
TLrX4FECQDFz-E45TI_9ow,4,2008-06-18,2008,6,18,3
TLrX4FECQDFz-E45TI_9ow,5,2008-08-06,2008,8,6,3
TLrX4FECQDFz-E45TI_9ow,4,2008-08-22,2008,8,22,5
TLrX4FECQDFz-E45TI_9ow,3,2008-11-15,2008,11,15,6
TLrX4FECQDFz-E45TI_9ow,5,2009-04-09,2009,4,9,4
TLrX4FECQDFz-E45TI_9ow,4,2009-11-14,2009,11,14,6
TLrX4FECQDFz-E45TI_9ow,2,2009-12-10,2009,12,10,4
TLrX4FECQDFz-E45TI_9ow,2,2010-01-26,2010,1,26,2
TLrX4FECQDFz-E45TI_9ow,4,2010-04-16,2010,4,16,5
TLrX4FECQDFz-E45TI_9ow,2,2010-07-16,2010,7,16,5
TLrX4FECQDFz-E45TI_9ow,3,2010-08-21,2010,8,21,6
TLrX4FECQDFz-E45TI_9ow,4,2010-09-16,2010,9,16,4
TLrX4FECQDFz-E45TI_9ow,5,2010-10-06,2010,10,6,3
TLrX4FECQDFz-E45TI_9ow,3,2010-11-22,2010,11,22,1
TLrX4FECQDFz-E45TI_9ow,4,2011-03-31,2011,3,31,4
TLrX4FECQDFz-E45TI_9ow,3,2011-04-23,2011,4,23,6
TLrX4FECQDFz-E45TI_9ow,3,2011-05-01,2011,5,1,0
TLrX4FECQDFz-E45TI_9ow,3,2011-05-02,2011,5,2,1
TLrX4FECQDFz-E45TI_9ow,2,2011-05-07,2011,5,7,6
TLrX4FECQDFz-E45TI_9ow,3,2011-05-23,2011,5,23,1
TLrX4FECQDFz-E45TI_9ow,5,2011-05-31,2011,5,31,2
TLrX4FECQDFz-E45TI_9ow,4,2011-07-19,2011,7,19,2
TLrX4FECQDFz-E45TI_9ow,4,2011-08-18,2011,8,18,4
TLrX4FECQDFz-E45TI_9ow,4,2011-09-19,2011,9,19,1
TLrX4FECQDFz-E45TI_9ow,3,2011-10-05,2011,10,5,3
TLrX4FECQDFz-E45TI_9ow,5,2011-10-19,2011,10,19,3
TLrX4FECQDFz-E45TI_9ow,4,2011-11-02,2011,11,2,3
TLrX4FECQDFz-E45TI_9ow,2,2011-11-20,2011,11,20,0
TLrX4FECQDFz-E45TI_9ow,2,2011-12-28,2011,12,28,3
TLrX4FECQDFz-E45TI_9ow,3,2012-01-12,2012,1,12,4
TLrX4FECQDFz-E45TI_9ow,3,2012-01-26,2012,1,26,4
TLrX4FECQDFz-E45TI_9ow,4,2012-04-07,2012,4,7,6
TLrX4FECQDFz-E45TI_9ow,4,2012-05-12,2012,5,12,6
TLrX4FECQDFz-E45TI_9ow,4,2012-06-07,2012,6,7,4
TLrX4FECQDFz-E45TI_9ow,1,2012-07-22,2012,7,22,0
TLrX4FECQDFz-E45TI_9ow,3,2012-08-25,2012,8,25,6
TLrX4FECQDFz-E45TI_9ow,2,2012-09-25,2012,9,25,2
TLrX4FECQDFz-E45TI_9ow,4,2012-09-28,2012,9,28,5
e5J3s-xxs1S6PPHJhldBEA,3,2008-03-04,2008,3,4,2
e5J3s-xxs1S6PPHJhldBEA,1,2008-03-19,2008,3,19,3
e5J3s-xxs1S6PPHJhldBEA,3,2008-04-07,2008,4,7,1
e5J3s-xxs1S6PPHJhldBEA,3,2008-04-13,2008,4,13,0
e5J3s-xxs1S6PPHJhldBEA,4,2008-08-02,2008,8,2,6
e5J3s-xxs1S6PPHJhldBEA,4,2008-09-02,2008,9,2,2
e5J3s-xxs1S6PPHJhldBEA,2,2008-11-15,2008,11,15,6
e5J3s-xxs1S6PPHJhldBEA,4,2008-12-10,2008,12,10,3
e5J3s-xxs1S6PPHJhldBEA,4,2009-05-13,2009,5,13,3
e5J3s-xxs1S6PPHJhldBEA,4,2009-06-30,2009,6,30,2
e5J3s-xxs1S6PPHJhldBEA,3,2010-01-21,2010,1,21,4
e5J3s-xxs1S6PPHJhldBEA,5,2010-05-08,2010,5,8,6
e5J3s-xxs1S6PPHJhldBEA,4,2010-07-05,2010,7,5,1
e5J3s-xxs1S6PPHJhldBEA,4,2010-07-12,2010,7,12,1
e5J3s-xxs1S6PPHJhldBEA,4,2010-07-22,2010,7,22,4
e5J3s-xxs1S6PPHJhldBEA,2,2010-08-04,2010,8,4,3
e5J3s-xxs1S6PPHJhldBEA,4,2010-10-01,2010,10,1,5
e5J3s-xxs1S6PPHJhldBEA,4,2010-10-16,2010,10,16,6
e5J3s-xxs1S6PPHJhldBEA,1,2010-10-25,2010,10,25,1
e5J3s-xxs1S6PPHJhldBEA,4,2010-10-30,2010,10,30,6
e5J3s-xxs1S6PPHJhldBEA,3,2010-12-27,2010,12,27,1
e5J3s-xxs1S6PPHJhldBEA,3,2011-01-10,2011,1,10,1
e5J3s-xxs1S6PPHJhldBEA,2,2011-02-02,2011,2,2,3
e5J3s-xxs1S6PPHJhldBEA,4,2011-03-24,2011,3,24,4
e5J3s-xxs1S6PPHJhldBEA,2,2011-03-29,2011,3,29,2
e5J3s-xxs1S6PPHJhldBEA,4,2011-07-19,2011,7,19,2
e5J3s-xxs1S6PPHJhldBEA,4,2011-08-24,2011,8,24,3
e5J3s-xxs1S6PPHJhldBEA,3,2011-08-28,2011,8,28,0
e5J3s-xxs1S6PPHJhldBEA,2,2011-10-05,2011,10,5,3
e5J3s-xxs1S6PPHJhldBEA,4,2011-10-15,2011,10,15,6
e5J3s-xxs1S6PPHJhldBEA,3,2011-12-28,2011,12,28,3
e5J3s-xxs1S6PPHJhldBEA,1,2012-01-22,2012,1,22,0
e5J3s-xxs1S6PPHJhldBEA,3,2012-01-22,2012,1,22,0
e5J3s-xxs1S6PPHJhldBEA,2,2012-03-09,2012,3,9,5
e5J3s-xxs1S6PPHJhldBEA,3,2012-03-14,2012,3,14,3
e5J3s-xxs1S6PPHJhldBEA,3,2012-05-08,2012,5,8,2
e5J3s-xxs1S6PPHJhldBEA,4,2012-05-13,2012,5,13,0
e5J3s-xxs1S6PPHJhldBEA,2,2012-08-23,2012,8,23,4
e5J3s-xxs1S6PPHJhldBEA,2,2012-10-22,2012,10,22,1
e5J3s-xxs1S6PPHJhldBEA,2,2013-01-10,2013,1,10,4
e5J3s-xxs1S6PPHJhldBEA,2,2013-05-03,2013,5,3,5
e5J3s-xxs1S6PPHJhldBEA,4,2013-06-26,2013,6,26,3
e5J3s-xxs1S6PPHJhldBEA,2,2013-11-23,2013,11,23,6
e5J3s-xxs1S6PPHJhldBEA,3,2013-12-09,2013,12,9,1
e5J3s-xxs1S6PPHJhldBEA,4,2014-03-09,2014,3,9,0
e5J3s-xxs1S6PPHJhldBEA,2,2014-04-09,2014,4,9,3
e5J3s-xxs1S6PPHJhldBEA,2,2014-06-23,2014,6,23,1
e5J3s-xxs1S6PPHJhldBEA,5,2014-07-23,2014,7,23,3
e5J3s-xxs1S6PPHJhldBEA,4,2015-01-08,2015,1,8,4
e5J3s-xxs1S6PPHJhldBEA,1,2015-01-18,2015,1,18,0
e5J3s-xxs1S6PPHJhldBEA,1,2015-03-07,2015,3,7,6
e5J3s-xxs1S6PPHJhldBEA,4,2015-09-18,2015,9,18,5
e5J3s-xxs1S6PPHJhldBEA,3,2015-09-18,2015,9,18,5
e5J3s-xxs1S6PPHJhldBEA,1,2015-12-19,2015,12,19,6
DjnNu1sWHEJpNBnW7CSdzA,1,2009-01-17,2009,1,17,6
DjnNu1sWHEJpNBnW7CSdzA,4,2012-01-09,2012,1,9,1
DjnNu1sWHEJpNBnW7CSdzA,2,2013-03-07,2013,3,7,4
e2K0YQel5Fth0_vur2dN8w,2,2007-01-16,2007,1,16,2
e2K0YQel5Fth0_vur2dN8w,2,2007-11-27,2007,11,27,2
e2K0YQel5Fth0_vur2dN8w,1,2008-02-22,2008,2,22,5
e2K0YQel5Fth0_vur2dN8w,3,2008-04-07,2008,4,7,1
e2K0YQel5Fth0_vur2dN8w,2,2008-10-15,2008,10,15,3
e2K0YQel5Fth0_vur2dN8w,3,2008-10-17,2008,10,17,5
e2K0YQel5Fth0_vur2dN8w,1,2009-06-30,2009,6,30,2
XeFNQqz5vVsVIcTjNuXcTw,4,2008-05-27,2008,5,27,2
XeFNQqz5vVsVIcTjNuXcTw,4,2008-09-08,2008,9,8,1
XeFNQqz5vVsVIcTjNuXcTw,4,2008-09-08,2008,9,8,1
XeFNQqz5vVsVIcTjNuXcTw,3,2008-10-02,2008,10,2,4
XeFNQqz5vVsVIcTjNuXcTw,2,2008-11-30,2008,11,30,0
XeFNQqz5vVsVIcTjNuXcTw,3,2009-05-12,2009,5,12,2
XeFNQqz5vVsVIcTjNuXcTw,1,2009-11-11,2009,11,11,3
XeFNQqz5vVsVIcTjNuXcTw,3,2010-07-14,2010,7,14,3
XeFNQqz5vVsVIcTjNuXcTw,3,2010-11-22,2010,11,22,1
