sunday,monday,tuesday,wednesday,thursday,friday,saturday,business_id
31,55,42,55,102,120,87,BpWeAIGCrl5jxt-sMJgDsg
1,1,3,1,0,3,0,-8vrk9UzM2oIey95PZOHuA
14,8,12,12,16,20,11,ZzYf1rngz1fDYJTgNDetDA
2,4,1,4,8,9,2,9vUZ2CPTDG7Ppy-f3Dm6hQ
7,6,4,5,8,7,2,K3ixgWzwRVWYt3Kc1JqQ9A
2,1,6,3,9,17,5,70t-ybLLFRTEKZ28sRCH2w
12,13,14,17,26,42,30,N_zdv9ApM_RIk_80KsNX5g
3,2,1,5,9,5,5,TOEoiRu7d9m1do-2hYdv4A
2,0,0,2,1,2,1,cYhtaMEEumE59uUOCUaKrw
0,1,1,2,9,7,6,Xme5djuu9yL08NVPXX1xzw
3,0,6,2,4,6,9,ZjpCTpG87cmd9agfpz-EaQ
3,1,1,2,17,5,1,bmePFvYkAIa3FPIMfhDDMw
0,0,0,0,9,2,1,NNKTWmKBEQlMu6t-K8cYPw
3,1,2,1,2,3,3,T2xiF9kMc_WRH0GeKAXC-g
6,9,9,9,7,23,12,t7492xEXVTDGvuihdcaC1g
3,4,7,10,8,6,5,38nEHav_0tMMCMZXTisfCg
7,2,2,2,14,4,10,ltAPE16jLxC-BAnHhcI9CQ
4,5,0,1,5,4,5,PpBig3Nf7kMf5aC0HmOX1A
7,0,1,0,4,33,38,0wRPvS-sG5x-pEMKVuDBJg
16,19,9,15,30,45,39,nI1reikhvzQKyXojeUCPqg
5,0,7,6,8,6,3,DQY3RlqV7LlD3w4UJXiPeg
8,13,19,6,20,29,35,nyUdKma0UUQMjqa6BaXVlg
4,11,6,6,21,21,16,7xnzVnCLsbBwfoRemL4NMQ
4,6,5,7,7,4,6,RrI7eg0TZtdwCpXBWHTo3A
5,9,4,2,12,20,16,o-DRmVihuTjS3x9OXSj0tw
12,21,21,14,22,24,12,Y3jVDgLRULH52M4_fXQOug
15,11,13,16,23,18,15,CwTYM1-zs80BB1AWJrWmxQ
22,25,21,27,32,44,41,PaLJoYycupjosFKHTNzpHQ
5,3,0,2,3,4,5,1kVg1hADY5MUGMYuuHRJSw
8,2,7,1,8,2,0,bjOoO1Cfv3E4Oowes0kzDg
4,2,3,2,3,24,0,TxL5an-BgZ25rG_1qw9lJQ
3,1,2,3,9,8,4,oksXk_PEtYrWJJBGNhl5zw
12,23,22,13,19,29,14,V6csWcyvwOg_E2ni3V_CgA
4,6,10,9,10,13,8,hr41l2QX7OHh3k_x0Zk2Vw
4,3,6,5,8,13,7,bhdop9MG7r1il2522gTOjA
12,11,6,7,13,13,13,DiVhCV8JMWIpOK3VFLDCow
4,3,5,8,9,16,7,j1BASG5Kvt6dqfjCmtjtuA
9,13,12,7,17,13,17,2Ouo2D7E5Yz8OG7xB--yug
0,3,2,5,4,5,1,V7fgezCN6R5NQEM0R3LTAw
1,1,5,1,2,2,2,a1PlXjP2mzPMpQOIA49XWg
6,3,2,5,6,7,7,M0d6CT77EK8aS0AcvSNaRQ
38,32,28,54,67,59,40,Vhc7JJd5S347VW1s2x0F6Q
14,11,13,18,14,9,10,x9aO1YSNQDa1_qV4hPGG5A
11,16,23,6,13,6,11,3AZJlGRcOfVH43pJuA29yw
51,37,36,37,55,55,52,0JhjsUzRz98dhAUr5o2DCw
10,3,6,0,10,2,3,Lid3pxuokDl-sUt74At3aQ
6,6,1,1,15,1,0,9wTwNofjrlijAO5Hip8fgg
18,18,23,23,28,34,26,sItVzx2HXJ0Ew5xbpW9Axg
0,2,1,5,2,2,2,uQ9l0maZVCwD4mRo2rFekQ
72,65,57,59,97,86,72,PGH5N9zJc33RPy0QpNS9GQ
18,19,14,16,20,17,18,6pwfij0EmcsIvM9dIhBg4Q
273,241,241,266,375,344,205,bzSzpGAn4kjGRtsgMM1pvg
120,227,114,215,139,172,182,P2GmH6-8wsPXSfu3VoYxSg
24,32,19,31,30,30,26,H67AgSUZZ_0j3-sCstLZgg
44,25,41,37,41,87,74,XkJ_2Xz-ysUTHixd15qG8g
128,98,149,147,162,116,109,JZc6ZIB2AsafKmLI41MDUA
30,21,31,29,44,53,34,LsUJZOMKl4QpWbVCV2nVqQ
4,4,6,9,6,6,10,gZ0TVxwxUPadDOjd-_1axw
13,14,18,16,22,21,16,buSMFn_zImET7rBBuAjR0g
21,23,31,27,35,24,20,cAPjkG4oP7EC34wIqentgQ
13,15,13,14,17,22,24,QXnWy1Jk8VfmG4RDW9MqTg
124,121,112,116,176,163,153,O0xL1GpKv35u8p26y8Ok6w
17,13,14,7,13,15,11,Kbnud85y88SIzCVGPm990Q
85,76,79,92,113,130,120,KweGJLJj933YHMbi-f9SAg
9,6,10,5,16,11,16,j2HZ_eCJ-I1vsDto9Y8c-w
9,2,11,5,9,7,3,2lCxj6koowOOZ2pCdDUtZQ
12,6,6,3,12,14,8,VWOUGDssh6WRRa0BX3Lb7g
118,92,117,130,153,216,267,NfdZgoNTGsfth9MS8Qaurg
7,13,12,9,21,21,18,hXgXnr-ZJBeIyvPdD0o5tQ
5,5,9,5,8,9,4,HYtLxN-Ecps-o-ApS2a9Hw
18,27,25,8,52,40,40,3_Imz6IarFowUFjQOoibrg
33,38,32,30,54,56,45,secsGLdQOaJPATB9SnHlew
11,11,10,11,13,15,19,NpYP6JbdGaa6rVy7Pd0ZeA
53,38,61,63,71,122,125,pKeiYrbA8Azh-z1NqN44KQ
25,15,19,17,17,27,20,JyfJYQURfRuDvrWRlDDELw
33,39,72,60,70,77,121,eeVoOZoa7huk09dfYga0eg
25,16,34,23,47,36,34,Nf2Vj8R6So6_jeX-YhAdJA
21,21,29,21,69,32,19,H2eCY4wIIudy5C0BW5Y3ZQ
3,4,11,4,9,16,2,pLkCwBknZUkJqIdlPswyuQ
10,8,8,6,7,6,1,0VYUal2MQs4VlUVgPYGaNg
1,1,6,2,4,5,2,fuEW0eHa5jTOS22G6B3Djg
13,16,11,13,11,18,18,hoJfpvsj-hQfU7MM5_Eafg
14,8,12,6,5,13,9,10kKkojqQmjYfFRtfLQLpg
88,80,85,84,116,153,110,pzknmlIv7BLZurzglS-lng
35,40,23,33,31,79,43,iEfPkzBUnTeYYUldwxJzOw
9,19,7,23,12,14,17,-klcXxRui4WSJpi__eV5Ww
2,6,7,9,8,12,3,xDXVHNv6socQ7a2zF9q-mw
21,12,46,22,59,30,23,Qi2R3JN5Prx69X5r1RXwCA
6,8,8,11,26,21,17,vgOpnyxW5d8pvIdFBXdBtg
4,11,11,14,30,27,16,tJfB8N05sQ6h50Z3vo8AMw
9,8,12,5,9,17,12,gW5i0XhHluIaeqqalbMOZA
8,10,5,6,12,13,1,gXFvsM4pwXeDl1sj6f3c6Q
16,15,19,7,12,13,12,WH2dTWhA9Q0X2cscHfaeKw
71,54,59,80,61,67,79,3kO4E-C1V_rKQ5Uq16_BPA
17,17,25,16,16,18,17,ai1-59g86PVlghjrlX067w
81,68,92,107,89,100,90,jR8B83Mf2vKMN_1BTHBs0g
52,58,57,36,50,60,48,TLGCA3EQW_12ndci12dQWw
206,155,195,233,219,224,210,PXXFn3kalXTgaWwndlQWHw
39,41,36,53,72,69,59,MUFYutWoNsC0V9bSUGof3g
86,61,76,85,133,131,85,TG_6fgTJ2IKc-xpXtwYyig
1,7,6,6,12,12,12,JNArUYl2aVBHNNi6hXcG8g
5,2,4,5,3,2,3,eihJZqHCEKMmzuPOOyqF9w
6,2,8,3,3,9,6,n1f9rWJzdGX982bFvZPBHg
11,5,6,6,6,6,2,Jjzt9zBzVJfXgBvR2m7Ybw
1,1,1,0,1,0,1,i7HvZ1yTTIaR6bfa_3jGEw
18,18,29,31,28,36,49,KBP-RXCaDQwfMP_-TLwuFg
6,2,4,5,2,6,4,hvVckRvOa814ry8q8WGwOg
8,6,8,9,11,24,5,THEsYolDkHaJofZLs6ufWg
91,110,95,142,161,163,132,rG_8t33D2ADcbBqcXqwV0Q
1,1,3,3,1,8,4,_OyxUcWkSTRvRKFyEE7zbA
7,8,9,12,7,3,0,aJMhN4fdsARaJCw-dGvNGw
1,5,7,4,3,2,2,NSsA6WeNoVKsDvRw9S7W0Q
11,8,7,6,12,11,12,H-REhqq4cNnhMGA0Gp-L8g
2,6,1,3,4,36,13,Ms5LIdGyj51F2xn53JsOLQ
1,1,0,0,2,0,0,6iqJNzUH0VubAPqBgwrQOQ
42,11,22,22,54,110,128,06NjrKnpuwCWQQfKpt4tvQ
26,30,26,31,26,28,27,3Igoz7noWksymLqoMWuzRg
3,9,1,3,2,6,3,jZ6ICfZ9GBg0GTOAmoGJ4g
6,2,3,2,8,2,1,ppSxkNdNkv_jQRgNKSbFHg
8,2,5,7,8,6,5,ld_hDU48zYSFLRPCPNZrwA
2,0,0,1,2,1,1,L1wZL1ZmQ7TnSFqSHIoI5Q
55,65,60,75,86,75,56,mx3c2uWhm3_3A4U5L9ui5w
13,21,25,18,23,30,15,zdYxQ6R4pvkqkkr2ER7CrQ
2,3,3,4,6,2,5,_nJ1w00q6dWlub82Qt0BcA
5,0,7,1,1,7,0,-wCSqZ_VFDm7M5A2-quWFA
8,1,2,6,9,6,7,l6QcUE8XXLrVH6Ydm4GSNw
2,1,4,0,4,3,3,RbvNTQ27uOfprfmDEil8dw
11,14,20,16,10,9,22,YJEDHiDOTXnCiA7FspVJ0A
6,6,6,5,5,9,12,fepNYmFYNutLNCKuBWvO3Q
10,7,16,6,10,10,7,2XQzbeFSKuhOiJujH01o-g
60,46,57,56,61,106,70,iV9GhW5fPmmhM-eRVhmacQ
1,4,0,3,1,3,2,XmjTSlj7qLsAOXr6g8_lIQ
12,7,11,7,6,20,8,70B09fJOw9shYxwEoFdrPg
2,2,2,0,2,5,6,90cXISxpH5NaOKhie7SD7w
2,3,3,2,5,4,4,0SsEMvki-xkG_JNMyN76yQ
1,5,7,17,16,65,0,x2kYMe-Y1NY1cVY3c1FHdQ
30,58,63,31,51,40,31,nx8B4SQC4pQnMoTVsMs0rg
3,5,11,6,6,8,3,STRdS7aIJ2fdnWMgVzmfyQ
1,1,0,0,1,0,0,fkWSJ5CNxc0KTjC-3sLH9w
31,21,37,33,32,41,35,pkymE_0e7IxrQJhYaGtaCA
41,39,47,57,45,40,37,K3-_PQqo2YtQOHKaSgjPpg
59,62,73,36,102,108,52,fjRBF1-0JlJoxH5_jDANgA
102,113,126,117,131,110,92,JSURpnFu8jy4etZ_My4Erw
1,1,1,2,1,1,4,AgtFQVxo-PGQVsOdY6Nvdg
66,54,76,92,109,115,7,_3f8o37w8APyUboCgwPkhA
58,71,57,59,111,92,101,DfNoB509sMpMbu-qvsgvrA
6,9,9,9,9,10,9,PWhVs3aarTbbknYGBSDgPA
110,277,98,194,110,169,159,zgCwHvZ7eHDd6A6hkkTcSQ
15,8,14,24,12,14,22,eEazUUm1R_GcZa1r461qmw
2,6,5,7,10,5,2,IXEn3Dnhfgxu7ssOLmsLIA
12,13,15,13,31,51,39,yXNycXo_FctuVdXO-Q_iDA
116,114,96,90,98,85,83,NE36ooPeXtfVcTV_vo02zQ
79,82,83,97,103,102,111,qf5lzhvdMcdVkuow7dnO3w
11,14,10,23,12,13,7,Vf63peSO7C5EX8UdJEC38g
19,17,12,14,29,31,27,99QZVGNAr0jUEfJcaDiyxw
28,18,16,20,25,32,22,HD70O15LQOIohX0MoIt8RQ
31,44,41,61,64,49,47,iYXCg4cxtbpAPYbHcOEh_g
2,2,1,5,9,5,4,dcZ2Hmy57aVWfZh1Hk1Njg
4,6,5,6,9,7,7,_rZmCez34Su-r9yEIkUwQQ
13,11,12,12,12,10,6,D-D8OxGOrt5eK4KxTcyr6w
0,3,1,2,3,3,3,lvimb2dNg122x7DzhX3knQ
14,22,17,11,17,13,22,4z8BboK4tUsHx8BiEY5HYg
26,15,26,20,14,9,26,ZgtGR4Xa0XiySVAEufPIBg
23,31,26,22,47,28,29,DiExx1mDq5a4oiiNAGPE7A
94,76,74,78,100,95,105,5WYyDPDDcWfIIHssy6AmxQ
77,83,99,73,83,92,84,VCy6IWtJ-SR6hY9xrmfF_Q
254,249,323,328,443,388,246,Pgp3gbOQaJIdyjqC9AOz6g
20,13,21,12,18,9,21,23patzw6J1X6t9EkgHUnAQ
10,12,8,10,9,11,8,ts4LHXmZFSBR4Xczh3du6Q
35,28,21,34,43,36,36,Zzj67RkbWf9mcbotiCfDlA
3,0,2,3,2,2,2,xOU6Kuj3VAKuN6bQrHsaRQ
13,11,6,9,11,7,8,NHBvlSKSP-AYgOgArRfIww
4,2,4,4,8,14,12,ssqtEjOVSg7MYXv6tA9FpQ
10,6,6,12,7,10,10,BhB89rXPHO4Dhf4Vj8DtYA
57,47,49,53,84,58,63,9bqhQQnxrAdqPnyLovwHmA
17,19,15,13,7,11,1,NOjuz_7EJZN6oJbU5k--qQ
5,24,13,15,15,7,6,gByfT7k4bqLKlaHrENdy7A
9,10,14,18,10,0,0,jhIlYwE10N_FZwRxoJXHLQ
42,102,40,47,45,39,30,7LLKX5vYeItO7kBfbCnl5g
7,3,6,6,7,5,3,zPLOS_zx5G5t5gPGNUsJBg
50,42,100,52,71,58,75,L_8K7r6hHc9zAZNBgJ34zg
0,1,5,4,0,0,1,c3QcUPlgX_3O9Airt2893Q
0,0,1,1,1,1,2,_iohCL0iyZknBRYQozHpLQ
18,5,11,11,7,5,9,l08sZADQ6JMOnHk5rWDdPg
4,4,4,7,11,16,5,gtdmqiFHAJwGriJSGKBbQQ
10,6,7,5,4,3,3,HABtI1067iNxF-w6jheTKg
8,5,2,3,9,4,4,tRmTGJj4I8ouHX_i9WKXoQ
4,2,3,4,2,6,3,7IjpcyzZabcCHuTL7kg_Ow
3,3,9,10,9,6,9,2sbdNj3oZEmJ61CmaQcGCQ
45,56,50,64,74,93,100,nt5HVhwaL9VqsnX9-6QBwg
9,8,9,10,8,22,18,LNbwRD01VZiILOGsT94sVw
87,69,75,127,136,270,289,VZyE9u5-gAG62zfe53hXWA
136,129,139,122,142,147,163,AFDFOs2GaIyUArGyEUDQzQ
1225,960,997,1037,1400,2217,2726,FV16IeXJp2W6pnghTz2FAw
10,7,17,18,11,36,20,cvJDHk1ho0DxaF26etcr8Q
2,1,1,1,1,0,1,10UcN8MF1kQiyTJAfHKvfQ
5,8,8,6,5,2,1,R5e2XWtpa_CA77MIXEyCTg
23,18,25,24,36,62,55,CoJivG0wxNIBXyOF7MNqSQ
52,45,42,35,43,64,50,pCobXgTy6DIfBaT4pjlq0w
28,23,27,24,28,25,27,JgpKLikZPbbXYPtILy3-wg
28,44,43,65,53,59,38,9-O8qKGQQCYXdBlj4iv7bw
38,65,47,47,84,81,71,PsOvURXqpy8iZX2J8y429A
502,397,452,422,497,684,850,Yq8LiVymGA7vBpGCQuDfRw
0,0,0,1,2,1,2,nzQJqTrcazg23EjdaHgqDg
7,3,3,3,12,11,6,YwUTwzYD7G25DIICSVqFBQ
413,400,416,422,444,489,623,UKKz4HdQC0aH9j5lLi4u8Q
6,6,8,4,6,3,2,A2aVN_Yw3xDz4x7gGtmYog
2,1,1,2,3,2,1,euGwFsKJAkkO7kdgOkT9qg
18,6,6,7,32,13,16,IALHPP1RDtpXV9KnUM0EQQ
5,2,3,6,0,5,1,N2tjtB2hb0rrEQM9503qEg
62,65,61,48,62,59,0,LM71VvmoAWDD5z8h7XoVig
7,0,4,8,3,1,5,pNqHRWlrbh71zbPZNd7_2g
2,0,2,2,0,3,3,yY1RTH4DgbZqFeir48YCDQ
11,4,20,11,7,13,10,vLMFwcFfA2JyFVMDrcFo1g
9,7,5,7,18,24,31,ByJioN1ISBWpUSAI0rWt2w
0,5,4,4,3,7,10,Gv3ivlNN44OJbb1KxVAPRQ
3,4,6,7,5,4,3,4jxe81SmrVLp_XDUIpXYMg
3,3,2,4,5,11,10,UVZ5auVZrbvgJ0VbWW_P8Q
47,45,47,34,31,29,9,SvS58LlrEMHjSwJmpJNKGA
344,255,274,295,391,506,432,RfR5yc4j9coIPBuxRsOW8Q
7,21,26,18,12,17,19,yY5y9PjyPWd-8Pl1XkkBVA
1,0,1,0,1,2,3,Vkm6ZWlPhIioFk6xiypSjg
4,5,4,3,6,9,8,GxCzUAy4tiyjkr9l8PXQYQ
9,10,6,2,8,13,9,ATPpSwo9LO03wcBUAVhrjQ
17,17,18,17,28,16,9,7sw8yneJ0H2CUf-4sBKP0w
17,22,39,30,29,23,25,-NXDZfqwfZ9OWba180HqFw
1,0,0,1,1,0,4,oMgp0SW0fwyxT-bj4SEL_g
15,6,8,18,18,38,15,cZxez9tUb9hqV3KXq5YPAQ
23,29,21,21,39,15,1,ocZ8pz-8iSz5avdPKnoalA
59,62,81,71,52,112,122,fUdr6QMsrBGOYpxS6Dcjdg
10,4,6,2,14,18,17,GLWix4aqJoD4HyvKqLdP8A
569,516,474,615,803,932,902,4UVhuOLaMm2-34SrW8y-ag
1,1,1,3,26,4,3,P7BOsB2RbnkAFG3kQYuHHw
6,8,13,10,11,5,2,PTbikfcSHR1dTze0EJQMlA
11,11,6,7,12,39,27,t0PNqBiITGf_AY6uNsaD5g
44,39,38,47,62,49,43,aHGcljVZPA1PAOZdbMhuaA
69,55,69,57,103,117,142,1ldDbggHHgPlj3k0SpBTKQ
47,49,69,46,73,85,60,z04vWCDuWoAidvv54X8IdQ
13,17,10,12,11,3,4,MR3-Ll-hoUGZMA-B1MTgGQ
95,78,78,84,116,139,122,v8TQwyxEj4or2Yng6y0S7A
10,9,16,19,11,28,26,EghTbidvKFH8ZzuDwU-lng
46,53,58,66,89,115,83,YZuHOgbKiP3dN4_ROOUyDQ
18,20,27,27,13,13,5,sewf0n2bOKcKTvy2Xo1H8g
225,213,227,204,292,428,486,eoDEx1GGQA0CBDhy2ql_Kw
8,8,8,38,28,17,14,8izNisB-aS1dOB6cFVZdPg
0,2,1,0,0,1,1,SkxqO4FgEJebz7kCzjvYYQ
5,5,7,10,11,29,10,jnmq1HznoT0Fje11rxQOew
30,29,21,37,47,73,26,vtWYMSCfLzoq96VKo0Cv0Q
94,78,82,96,85,116,89,Yin_BwfzTOdC8VY9ZD4K6w
20,17,17,11,11,10,6,mjgs24NO7oZvwafPKN5dDw
12,20,16,33,32,28,3,QkVSaXjg5475VD3sZixCZQ
52,51,56,46,65,62,84,pj0vl4DIlDCChe80Df40Yw
8,5,13,15,14,8,4,MI0OfnmlfkUh2xPhT1lQSg
41,34,33,44,38,47,31,FkXmvdpccuMFfNI6zgmXEA
2,2,0,1,6,3,4,BhYS6Vo44NnZZDoJdWLMmw
1,12,3,11,6,10,11,lZVEZb4yMs_oFZvAnbVMpw
21,11,13,11,16,21,15,Bs7FcmlfHfCq2lf-FUKLCw
351,242,303,273,353,492,6,xxOQ7h6s3InV8o8DOVHlMA
0,4,3,6,6,4,2,mU-6t2BvgkE9HjlYgE-3zg
3,5,4,0,6,6,4,UsZ9ZvDh8Fo5mZeKs4w9mg
2,2,3,6,6,1,4,ChnL7kA9lbcMVmmCvnecZQ
21,17,22,21,25,29,37,V3S6RpKgYc5XCLjgI9JeeQ
2,2,3,1,2,3,0,dR-Zz3l3ws-P08dI6F8Zew
2,6,2,8,6,5,9,9JZzT2BMalNseFn11x5EIQ
0,1,0,1,1,0,0,44i31jZL7ITztZ1S1xb-cA
92,102,97,100,152,162,153,pPJyi5kggzTibTxSPuRd0g
4,3,1,2,2,2,2,SWTc_3L9Y4SKyNs_OhqeIg
6,6,5,4,9,7,6,CHhYILNXTM3DIhmnpXlB3Q
20,18,23,19,22,8,12,a_qTdBz81-tgsd3UGmaT5Q
124,105,113,102,145,225,218,SfrHdU4NCkYWvERnWaOUqQ
15,14,12,10,10,9,12,PSSb7S4t8j4W3RtjY-9fiQ
1,1,2,1,0,0,1,ZR87Qw2sB-ljFWClGk6X0A
3,4,3,2,5,6,3,J7azgDB3RQOVFHfyVEk5HA
3,1,3,7,3,0,0,kAlR7X4jiDPZdISJAAKkmg
54,37,48,46,84,83,60,Xo7K1LugLnT4pGc5TtwHRA
11,19,14,23,26,38,31,Tigw_9LXyHL63Eu3XAXwRw
138,167,151,142,229,281,252,zFcd_gelAUEwAvJOgiZpvg
633,560,558,578,652,847,862,bqYrEwL5xjqv0u8XAij--Q
7,9,11,4,3,1,4,0ACVidzreTcv88AHqWXqNA
7,3,10,12,10,34,20,76aAcaTbLZwV5-ilnqjC5g
5,1,4,8,8,6,6,YfCDufZBBxcWsn2ElGboEQ
2,7,3,15,9,11,15,HxV4JCF-h0Novbbz5doapA
0,4,1,2,3,5,6,EOzUxSrmE6KUHaDbsPkjzg
11,9,9,6,6,15,14,ZndQfdbLU8pnD7b6_Z05KA
36,39,39,79,151,201,132,_9BqmRowpWfy4wDPXLSDHA
25,30,27,24,26,35,20,0jkZZRywo3wlmZcuCFbSEg
2,2,2,0,1,2,1,RlUxQZja-n9J0oPi24g8DQ
22,12,10,18,26,30,34,uy9IblmbJogF1TEUc6JHzw
48,46,48,58,96,106,86,83C1eqPfmQHTy_8MC4Ug6w
8,6,5,7,11,11,11,4Bjn6QdaJIvsmcspcucOkA
2,4,6,4,6,3,1,1rjOg5oc2Mic0ssqj2ex7A
20,16,18,27,27,37,35,dH3rJa4JSxmlyAwg8kPLOQ
40,30,38,52,88,77,83,at3I3txb7I7TE7Qvl3yIZA
2,1,0,1,1,2,1,nglw25299V1irjw0NtVdLQ
30,51,39,31,41,36,46,q0aoi6vsi9TBU5-k3FfOOw
56,59,66,58,61,120,77,cJTgJTzEWg5ErWnvaHsUBA
1,6,1,1,2,5,1,MvnaNl1GEplkpBOBe6nOyw
30,14,15,45,60,151,97,YZxA6w82eFJFntwqJLln6w
0,1,1,3,2,4,1,H5f7zLtinbyFLIKFGs5p9g
11,4,7,10,36,19,13,lf8vrwpVGZKx12fOqEsIug
23,8,22,18,39,47,1,UHmS3CDeF45tFyp2dMnsrg
60,53,60,56,74,76,87,DqzyOJTJXu0Iwi8og5DJDA
7,8,8,13,13,8,4,NEXdqFaG_i5n5tuPs6y12g
0,0,2,1,2,3,0,9oFB8IPpsRkhlE8WrDMV-Q
5,5,4,7,10,9,12,CR9F3ZctIiJqawDaa1w3IA
0,21,13,21,26,23,10,KHsTmXPujzm6-VrnyhT0dw
1,3,1,0,1,4,3,4UskRuHsAnhF2Gzf0L1zpw
8,7,10,19,22,7,15,xNyTjXh2FRuT4Z8Ncj9WhA
2,4,9,7,5,6,7,ivnyT-EGb3Hw3M1YhqJJYQ
2,1,1,0,0,2,0,EuDEpojb76ygJ5ZEuP0oig
10,6,10,7,13,19,19,e3VAdN1Shbz2TzCCLxAY_w
3,7,3,12,11,6,3,1KG98tlQ_SXTrgE_QehYwA
1,3,36,46,46,48,31,c8eY_s8VO4qjAhOXo3Ua2g
2,2,3,2,5,9,3,iBzcMrnbZTBe8aYPgK3_Pg
97,58,63,73,86,87,55,0aV8mzabKSFylfi0NQGqlQ
1,1,1,3,2,3,5,lMecvMvy2tK_KLxbdVzr-w
14,8,10,7,14,18,0,AmPbylE_tnCMvEDBPOe9OQ
4,4,2,1,3,0,2,niQNpRov1LLXQYN29i28Pw
4,2,6,5,9,9,5,6S8VwQ22xdj7rOX00SceJg
215,226,241,245,262,272,278,KwLfgeylp9d8zY3KacREiw
13,9,5,2,8,9,9,DNpz7hPQtIpzInSQIWmVTw
5,2,0,2,6,5,10,e15ZAv4Tcgkae-ZfCf3SXw
1,6,7,5,5,4,6,6jdKnIjJ9n5knZoSj7qtDw
3,5,3,4,4,3,2,gfQbNaz7DG3yr-1m3sAlNw
15,15,15,15,15,26,22,r09Kgul5TUPtHvRVRJ-sWw
4,1,3,2,7,5,1,qeOrjo2GlITleeZiW8y-fw
24,24,28,34,50,56,33,QXUI3ZEnPw0j55qjwjiOnA
5,4,5,5,6,18,8,uNShGMhneBeuTzgd0g_XTA
1,1,0,0,1,1,2,-5biAn5qQYk3X5NYlA98pw
2,2,3,0,4,0,7,YkRwenPlQRloPFOX5l-iEA
31,28,33,35,57,68,75,SdVDnb279GGs2qAUSVz05A
148,119,94,100,113,108,108,KdJJFvYI9w5xF0EVYPbXMA
55,48,36,37,47,1,0,L3iOjcrDm6FDdTHKmX9g2w
26,43,37,27,26,3,1,3yngAIX96guuZeZ3wbpGdQ
6,9,11,5,3,4,2,S3EALtejgXNU4rfui6IriQ
1,1,0,0,2,0,0,nVPe8vSrvGStsupNliN9nA
0,2,0,0,2,3,2,3yuziG7RFV5N3HtTCWaktA
32,40,26,25,33,13,3,Ei_fFcJP--75fQwAWiiPuA
0,2,0,0,0,1,1,0w46K_07XbKvCMe8qV6Qow
4,2,2,7,2,6,4,_Q5Q5mBgMaG1EyEsVIuv8A
0,0,0,3,1,0,0,SW-8pdyt4dLP0HxoPyOm0Q
4,4,2,4,2,2,1,sFHj_WK6rzEeGcJxtvxrRQ
1,2,4,1,0,3,2,CNdV0G_B5bKSpDrQa55rhA
23,25,16,15,10,8,8,BxmtmGLXI3EEjhVSYiuK0w
2,5,2,2,9,11,4,lDxRfwppdtRPixGb94M4LA
0,1,1,0,2,2,0,1zWUxnyeGhipQyLzyXxpvA
5,16,2,5,5,5,3,X4B9b-0zEClDIiN0AyCdcQ
13,22,15,24,26,38,18,b6qYCOz0vzJW4U81XLY8IA
2,5,3,4,6,6,1,uCx8VZw2oiAdi7wFnoPs-w
2,0,3,3,4,4,1,bPUwJQyifP24uhGrou_64g
15,12,6,13,8,24,9,X3KntOlUTkVL4KUKQcPehw
13,20,19,13,7,5,4,3-nZku9T-trCsNpF6AsjgA
1,0,0,0,3,3,3,nF_mARnVRFQpS3boDNgy_w
75,75,77,65,91,103,112,q28CkzJaV5yKPXysY8xewA
6,1,1,2,1,2,2,310xHIFxZKqthaPlkQ0_dg
4,3,0,4,2,2,2,CEF6X27u5XW-oMbJ81N7Rg
0,2,1,1,0,1,3,2hamzyOZt6urf6pFnf2u6g
26,22,27,15,18,25,20,U0ZAoQx7ABrj9BGjbf5WmA
2,3,5,3,1,5,0,7CVoKgPjQS9KknIsz3Bhcg
27,18,21,20,33,38,50,QXTN5WwZxvf-Z940RmDUdQ
1,0,0,0,0,0,3,jjYxQMJrOpz-Z7ziFtXxBw
3,2,1,4,12,4,4,3jFf5lFqb2HRrvMdRP8e1Q
0,1,2,1,5,5,1,vTmImBhgOLanTtUhtsoXcQ
1,1,0,0,3,2,3,gDPtptHj8PlVEhiL9aHjdQ
133,158,168,142,193,165,180,X0cEpOYi0Gf-S_-xb8OZVQ
49,46,53,57,101,80,71,No0SNrxkX6ADEde-9QwtMw
9,28,16,12,17,18,22,CpUPzwk4rsV6UUgqEu1nqQ
35,38,52,68,40,43,54,rAZglrxLotA9xaa7KPXV5g
82,8,7,27,29,32,40,PuST-CDb8kDKLX7_ESVyeQ
15,11,11,9,18,24,25,jhO8q-4sAvlkEUC3HbBRmw
11,9,11,14,11,34,32,SfHdMvLXrOeJmgpQB6AFRA
2,6,2,0,2,5,3,XaJQnEg63F-CJ9kNhcqOjw
0,0,3,15,2,5,0,nrYg1u653jrQ6kcb2TUzvA
8,5,12,3,0,7,4,bOhqyyPWevbH8Yw5fop4zg
3,11,10,7,11,10,10,d0cISYKFpXM55FzrMShLmw
40,48,42,54,49,68,46,Xro3j2fouA42Stc540ZDvw
1,0,1,1,1,0,1,yvd3w1h4PnLV6DaVx91cWg
17,20,19,17,16,27,20,Rhdmmw6a0qdKE198eSCIJg
34,45,36,46,74,65,45,Fw95xLMdwO9LoOtbBThr9w
15,10,10,13,9,10,26,2Hh2SOWvp5IkAAO4PQ0n2Q
1,3,2,4,2,4,1,SXsg-hXKPZVNswyNc83IAA
14,7,5,7,13,32,37,0lQDOFqEVB1LQhkS2kN1RA
8,5,8,7,7,4,4,Trlr-E66o3UHjTbuybRGVg
18,26,17,17,23,35,44,7hZGtb0Gd3aRcG1VH-Udcw
